year_month,NTA2020,Complaint Type,complaint_count
2020-04,QN0703,Missed Collection (All Materials),1
2020-04,QN0703,Request Large Bulky Item Collection,60
2020-04,QN0704,Overflowing Litter Baskets,1
2020-04,QN0704,Request Large Bulky Item Collection,147
2020-04,QN0705,Request Large Bulky Item Collection,73
2020-04,QN0706,Request Large Bulky Item Collection,50
2020-04,QN0707,Request Large Bulky Item Collection,30
2020-04,QN0801,Request Large Bulky Item Collection,84
2020-04,QN0802,Missed Collection (All Materials),1
2020-04,QN0802,Request Large Bulky Item Collection,74
2020-04,QN0803,Request Large Bulky Item Collection,47
2020-04,QN0804,Request Large Bulky Item Collection,38
2020-04,QN0805,Request Large Bulky Item Collection,73
2020-04,QN0901,Request Large Bulky Item Collection,26
2020-04,QN0902,Litter Basket / Request,1
2020-04,QN0902,Missed Collection (All Materials),2
2020-04,QN0902,Request Large Bulky Item Collection,102
2020-04,QN0903,Request Large Bulky Item Collection,58
2020-04,QN0904,Request Large Bulky Item Collection,76
2020-04,QN0905,Litter Basket / Request,1
2020-04,QN0905,Request Large Bulky Item Collection,186
2020-04,QN1001,Litter Basket / Request,3
2020-04,QN1001,Overflowing Litter Baskets,1
2020-04,QN1001,Request Large Bulky Item Collection,305
2020-04,QN1002,Request Large Bulky Item Collection,110
2020-04,QN1003,Collection Truck Noise,1
2020-04,QN1003,Request Large Bulky Item Collection,144
2020-04,QN1101,Request Large Bulky Item Collection,152
2020-04,QN1102,Collection Truck Noise,1
2020-04,QN1102,Request Large Bulky Item Collection,186
2020-04,QN1103,Request Large Bulky Item Collection,77
2020-04,QN1104,Request Large Bulky Item Collection,49
2020-04,QN1201,Request Large Bulky Item Collection,39
2020-04,QN1202,Request Large Bulky Item Collection,82
2020-04,QN1203,Litter Basket / Request,3
2020-04,QN1203,Request Large Bulky Item Collection,126
2020-04,QN1204,Request Large Bulky Item Collection,45
2020-04,QN1205,Litter Basket / Request,1
2020-04,QN1205,Request Large Bulky Item Collection,161
2020-04,QN1206,Request Large Bulky Item Collection,32
2020-04,QN1301,Request Large Bulky Item Collection,38
2020-04,QN1302,Request Large Bulky Item Collection,75
2020-04,QN1303,Litter Basket / Request,6
2020-04,QN1303,Missed Collection (All Materials),1
2020-04,QN1303,Overflowing Litter Baskets,1
2020-04,QN1303,Request Large Bulky Item Collection,188
2020-04,QN1304,Request Large Bulky Item Collection,84
2020-04,QN1305,Request Large Bulky Item Collection,126
2020-04,QN1306,Litter Basket / Request,1
2020-04,QN1306,Request Large Bulky Item Collection,85
2020-04,QN1307,Litter Basket / Request,1
2020-04,QN1307,Request Large Bulky Item Collection,74
2020-04,QN1401,Litter Basket / Request,1
2020-04,QN1401,Request Large Bulky Item Collection,145
2020-04,QN1402,Request Large Bulky Item Collection,130
2020-04,QN1403,Overflowing Litter Baskets,1
2020-04,QN1403,Request Large Bulky Item Collection,59
2020-04,QN8191,Overflowing Litter Baskets,1
2020-04,QN8191,Request Large Bulky Item Collection,1
2020-04,SI0101,Request Large Bulky Item Collection,52
2020-04,SI0102,Request Large Bulky Item Collection,34
2020-04,SI0103,Missed Collection (All Materials),1
2020-04,SI0103,Request Large Bulky Item Collection,68
2020-04,SI0104,Litter Basket / Request,1
2020-04,SI0104,Request Large Bulky Item Collection,115
2020-04,SI0105,Litter Basket / Request,1
2020-04,SI0105,Request Large Bulky Item Collection,115
2020-04,SI0106,Litter Basket / Request,2
2020-04,SI0106,Request Large Bulky Item Collection,56
2020-04,SI0107,Request Large Bulky Item Collection,94
2020-04,SI0201,Request Large Bulky Item Collection,99
2020-04,SI0202,Collection Truck Noise,1
2020-04,SI0202,Overflowing Litter Baskets,1
2020-04,SI0202,Request Large Bulky Item Collection,95
2020-04,SI0203,Litter Basket / Request,2
2020-04,SI0203,Missed Collection (All Materials),1
2020-04,SI0203,Request Large Bulky Item Collection,132
2020-04,SI0204,Request Large Bulky Item Collection,117
2020-04,SI0301,Request Large Bulky Item Collection,58
2020-04,SI0302,Overflowing Litter Baskets,1
2020-04,SI0302,Request Large Bulky Item Collection,189
2020-04,SI0303,Missed Collection (All Materials),1
2020-04,SI0303,Request Large Bulky Item Collection,86
2020-04,SI0304,Litter Basket / Request,1
2020-04,SI0304,Request Large Bulky Item Collection,162
2020-04,SI0305,Request Large Bulky Item Collection,70
2020-05,BK0101,Litter Basket / Request,1
2020-05,BK0101,Request Large Bulky Item Collection,279
2020-05,BK0102,Litter Basket / Request,3
2020-05,BK0102,Missed Collection (All Materials),1
2020-05,BK0102,Overflowing Litter Baskets,1
2020-05,BK0102,Request Large Bulky Item Collection,283
2020-05,BK0102,Sweeping/Missed,1
2020-05,BK0103,Request Large Bulky Item Collection,56
2020-05,BK0104,Request Large Bulky Item Collection,260
2020-05,BK0201,Request Large Bulky Item Collection,63
2020-05,BK0202,Request Large Bulky Item Collection,85
2020-05,BK0203,Overflowing Litter Baskets,1
2020-05,BK0203,Request Large Bulky Item Collection,118
2020-05,BK0204,Litter Basket / Request,2
2020-05,BK0204,Overflowing Litter Baskets,1
2020-05,BK0204,Request Large Bulky Item Collection,124
2020-05,BK0301,Litter Basket / Request,2
2020-05,BK0301,Overflowing Litter Baskets,2
2020-05,BK0301,Request Large Bulky Item Collection,467
2020-05,BK0302,Litter Basket / Request,1
2020-05,BK0302,Request Large Bulky Item Collection,409
