year_month,NTA2020,Complaint Type,complaint_count
2011-08,QN1001,Litter Basket / Request,1
2011-08,QN1001,Missed Collection (All Materials),19
2011-08,QN1002,Litter Basket / Request,1
2011-08,QN1002,Missed Collection (All Materials),10
2011-08,QN1003,Missed Collection (All Materials),7
2011-08,QN1101,Litter Basket / Request,2
2011-08,QN1101,Missed Collection (All Materials),14
2011-08,QN1101,Overflowing Litter Baskets,2
2011-08,QN1102,Missed Collection (All Materials),10
2011-08,QN1103,Litter Basket / Request,7
2011-08,QN1103,Missed Collection (All Materials),9
2011-08,QN1103,Sweeping/Missed-Inadequate,1
2011-08,QN1104,Litter Basket / Request,2
2011-08,QN1104,Missed Collection (All Materials),4
2011-08,QN1104,Overflowing Litter Baskets,1
2011-08,QN1104,Sweeping/Missed-Inadequate,3
2011-08,QN1201,Litter Basket / Request,2
2011-08,QN1201,Missed Collection (All Materials),6
2011-08,QN1201,Overflowing Litter Baskets,4
2011-08,QN1201,Sweeping/Missed-Inadequate,3
2011-08,QN1202,Litter Basket / Request,1
2011-08,QN1202,Missed Collection (All Materials),14
2011-08,QN1202,Overflowing Litter Baskets,1
2011-08,QN1203,Missed Collection (All Materials),7
2011-08,QN1204,Missed Collection (All Materials),4
2011-08,QN1204,Overflowing Litter Baskets,1
2011-08,QN1204,Sweeping/Missed-Inadequate,1
2011-08,QN1205,Litter Basket / Request,1
2011-08,QN1205,Missed Collection (All Materials),6
2011-08,QN1206,Litter Basket / Request,2
2011-08,QN1206,Missed Collection (All Materials),6
2011-08,QN1301,Litter Basket / Request,1
2011-08,QN1301,Missed Collection (All Materials),5
2011-08,QN1302,Litter Basket / Request,1
2011-08,QN1302,Missed Collection (All Materials),3
2011-08,QN1303,Litter Basket / Request,1
2011-08,QN1303,Missed Collection (All Materials),4
2011-08,QN1304,Litter Basket / Request,2
2011-08,QN1304,Missed Collection (All Materials),3
2011-08,QN1305,Litter Basket / Request,1
2011-08,QN1305,Missed Collection (All Materials),11
2011-08,QN1306,Litter Basket / Request,1
2011-08,QN1306,Missed Collection (All Materials),8
2011-08,QN1306,Sweeping/Missed-Inadequate,1
2011-08,QN1307,Litter Basket / Request,2
2011-08,QN1307,Missed Collection (All Materials),7
2011-08,QN1401,Litter Basket / Request,2
2011-08,QN1401,Missed Collection (All Materials),7
2011-08,QN1402,Missed Collection (All Materials),12
2011-08,QN1403,Missed Collection (All Materials),7
2011-08,QN1403,Sweeping/Missed-Inadequate,1
2011-08,SI0101,Litter Basket / Request,3
2011-08,SI0101,Missed Collection (All Materials),7
2011-08,SI0102,Litter Basket / Request,4
2011-08,SI0102,Missed Collection (All Materials),5
2011-08,SI0103,Litter Basket / Request,4
2011-08,SI0103,Missed Collection (All Materials),8
2011-08,SI0103,Overflowing Litter Baskets,1
2011-08,SI0104,Missed Collection (All Materials),15
2011-08,SI0104,Overflowing Litter Baskets,1
2011-08,SI0105,Missed Collection (All Materials),16
2011-08,SI0105,Overflowing Litter Baskets,1
2011-08,SI0106,Litter Basket / Request,1
2011-08,SI0106,Missed Collection (All Materials),10
2011-08,SI0107,Litter Basket / Request,2
2011-08,SI0107,Missed Collection (All Materials),10
2011-08,SI0201,Litter Basket / Request,1
2011-08,SI0201,Missed Collection (All Materials),19
2011-08,SI0202,Litter Basket / Request,1
2011-08,SI0202,Missed Collection (All Materials),26
2011-08,SI0202,Overflowing Litter Baskets,1
2011-08,SI0203,Litter Basket / Request,1
2011-08,SI0203,Missed Collection (All Materials),28
2011-08,SI0204,Litter Basket / Request,3
2011-08,SI0204,Missed Collection (All Materials),21
2011-08,SI0301,Missed Collection (All Materials),15
2011-08,SI0301,Overflowing Litter Baskets,2
2011-08,SI0302,Litter Basket / Request,4
2011-08,SI0302,Missed Collection (All Materials),26
2011-08,SI0302,Overflowing Litter Baskets,1
2011-08,SI0303,Litter Basket / Request,1
2011-08,SI0303,Missed Collection (All Materials),10
2011-08,SI0303,Overflowing Litter Baskets,1
2011-08,SI0304,Litter Basket / Request,1
2011-08,SI0304,Missed Collection (All Materials),26
2011-08,SI0305,Litter Basket / Request,1
2011-08,SI0305,Missed Collection (All Materials),6
2011-09,BK0101,Missed Collection (All Materials),14
2011-09,BK0102,Litter Basket / Request,9
2011-09,BK0102,Missed Collection (All Materials),43
2011-09,BK0102,Sweeping/Missed-Inadequate,2
2011-09,BK0103,Litter Basket / Request,1
2011-09,BK0103,Missed Collection (All Materials),8
2011-09,BK0103,Sweeping/Missed-Inadequate,2
2011-09,BK0104,Litter Basket / Request,3
2011-09,BK0104,Missed Collection (All Materials),5
2011-09,BK0104,Overflowing Litter Baskets,2
2011-09,BK0202,Litter Basket / Request,2
2011-09,BK0202,Missed Collection (All Materials),5
2011-09,BK0202,Sweeping/Missed-Inadequate,4
2011-09,BK0203,Adopt-A-Basket,1
2011-09,BK0203,Missed Collection (All Materials),2
2011-09,BK0203,Overflowing Litter Baskets,3
2011-09,BK0203,Sweeping/Missed-Inadequate,1
2011-09,BK0204,Missed Collection (All Materials),2
2011-09,BK0301,Litter Basket / Request,5
2011-09,BK0301,Missed Collection (All Materials),15
2011-09,BK0301,Overflowing Litter Baskets,1
2011-09,BK0301,Sweeping/Missed-Inadequate,2
2011-09,BK0302,Litter Basket / Request,11
2011-09,BK0302,Missed Collection (All Materials),4
2011-09,BK0302,Overflowing Litter Baskets,2
2011-09,BK0302,Sweeping/Missed-Inadequate,2
2011-09,BK0401,Litter Basket / Request,3
2011-09,BK0401,Missed Collection (All Materials),8
2011-09,BK0401,Sweeping/Missed-Inadequate,2
2011-09,BK0402,Litter Basket / Request,3
2011-09,BK0402,Missed Collection (All Materials),4
2011-09,BK0501,Litter Basket / Request,1
2011-09,BK0501,Missed Collection (All Materials),4
2011-09,BK0501,Overflowing Litter Baskets,1
2011-09,BK0502,Litter Basket / Request,2
2011-09,BK0502,Missed Collection (All Materials),4
2011-09,BK0502,Sweeping/Missed-Inadequate,4
2011-09,BK0503,Litter Basket / Request,1
2011-09,BK0503,Missed Collection (All Materials),3
2011-09,BK0503,Sweeping/Missed-Inadequate,1
2011-09,BK0505,Missed Collection (All Materials),9
2011-09,BK0601,Litter Basket / Request,9
2011-09,BK0601,Missed Collection (All Materials),24
2011-09,BK0601,Sweeping/Missed-Inadequate,1
2011-09,BK0602,Litter Basket / Request,2
2011-09,BK0602,Missed Collection (All Materials),11
2011-09,BK0602,Overflowing Litter Baskets,3
2011-09,BK0701,Litter Basket / Request,1
2011-09,BK0701,Overflowing Litter Baskets,1
2011-09,BK0701,Sweeping/Missed-Inadequate,1
2011-09,BK0702,Litter Basket / Request,3
2011-09,BK0702,Missed Collection (All Materials),2
2011-09,BK0702,Overflowing Litter Baskets,2
2011-09,BK0702,Sweeping/Missed-Inadequate,1
2011-09,BK0703,Missed Collection (All Materials),1
2011-09,BK0703,Overflowing Litter Baskets,5
2011-09,BK0801,Litter Basket / Request,2
2011-09,BK0801,Missed Collection (All Materials),1
2011-09,BK0802,Litter Basket / Request,5
2011-09,BK0802,Missed Collection (All Materials),6
2011-09,BK0901,Litter Basket / Request,2
2011-09,BK0901,Missed Collection (All Materials),11
2011-09,BK0902,Missed Collection (All Materials),2
2011-09,BK0902,Sweeping/Missed-Inadequate,1
2011-09,BK1001,Litter Basket / Request,3
2011-09,BK1001,Missed Collection (All Materials),4
2011-09,BK1002,Litter Basket / Request,2
2011-09,BK1002,Missed Collection (All Materials),8
2011-09,BK1002,Sweeping/Missed-Inadequate,2
2011-09,BK1101,Adopt-A-Basket,1
2011-09,BK1101,Litter Basket / Request,9
2011-09,BK1101,Missed Collection (All Materials),41
2011-09,BK1101,Overflowing Litter Baskets,4
2011-09,BK1101,Sweeping/Missed-Inadequate,2
2011-09,BK1102,Missed Collection (All Materials),13
2011-09,BK1103,Litter Basket / Request,4
2011-09,BK1103,Missed Collection (All Materials),10
2011-09,BK1103,Overflowing Litter Baskets,1
2011-09,BK1103,Sweeping/Missed-Inadequate,4
2011-09,BK1201,Missed Collection (All Materials),13
2011-09,BK1201,Sweeping/Missed-Inadequate,3
2011-09,BK1202,Litter Basket / Request,1
2011-09,BK1202,Missed Collection (All Materials),36
2011-09,BK1202,Overflowing Litter Baskets,5
2011-09,BK1202,Sweeping/Missed-Inadequate,3
2011-09,BK1203,Litter Basket / Request,5
2011-09,BK1203,Missed Collection (All Materials),5
2011-09,BK1203,Sweeping/Missed-Inadequate,1
2011-09,BK1204,Litter Basket / Request,4
2011-09,BK1204,Missed Collection (All Materials),5
2011-09,BK1204,Overflowing Litter Baskets,1
2011-09,BK1204,Sweeping/Missed-Inadequate,3
2011-09,BK1301,Litter Basket / Request,1
2011-09,BK1301,Missed Collection (All Materials),4
2011-09,BK1301,Overflowing Litter Baskets,1
2011-09,BK1302,Litter Basket / Request,2
2011-09,BK1302,Missed Collection (All Materials),1
2011-09,BK1303,Missed Collection (All Materials),2
2011-09,BK1401,Missed Collection (All Materials),4
2011-09,BK1401,Overflowing Litter Baskets,3
2011-09,BK1401,Sweeping/Missed-Inadequate,5
2011-09,BK1402,Missed Collection (All Materials),3
2011-09,BK1402,Overflowing Litter Baskets,1
2011-09,BK1402,Sweeping/Missed-Inadequate,5
2011-09,BK1403,Litter Basket / Request,4
2011-09,BK1403,Missed Collection (All Materials),12
2011-09,BK1403,Overflowing Litter Baskets,1
2011-09,BK1501,Litter Basket / Request,3
2011-09,BK1501,Missed Collection (All Materials),26
2011-09,BK1501,Overflowing Litter Baskets,1
2011-09,BK1502,Litter Basket / Request,1
2011-09,BK1502,Missed Collection (All Materials),14
2011-09,BK1502,Overflowing Litter Baskets,2
2011-09,BK1502,Sweeping/Missed-Inadequate,1
2011-09,BK1503,Collection Truck Noise,1
2011-09,BK1503,Litter Basket / Request,7
2011-09,BK1503,Missed Collection (All Materials),12
2011-09,BK1601,Litter Basket / Request,1
2011-09,BK1601,Missed Collection (All Materials),2
2011-09,BK1602,Litter Basket / Request,2
2011-09,BK1602,Missed Collection (All Materials),13
2011-09,BK1602,Sweeping/Missed-Inadequate,1
2011-09,BK1701,Litter Basket / Request,2
2011-09,BK1701,Missed Collection (All Materials),5
2011-09,BK1701,Sweeping/Missed-Inadequate,3
2011-09,BK1702,Collection Truck Noise,1
2011-09,BK1702,Missed Collection (All Materials),13
2011-09,BK1702,Sweeping/Missed-Inadequate,3
2011-09,BK1703,Litter Basket / Request,4
2011-09,BK1703,Missed Collection (All Materials),13
2011-09,BK1703,Overflowing Litter Baskets,3
2011-09,BK1703,Sweeping/Missed-Inadequate,1
2011-09,BK1704,Missed Collection (All Materials),4
2011-09,BK1704,Sweeping/Missed-Inadequate,1
2011-09,BK1801,Litter Basket / Request,5
2011-09,BK1801,Missed Collection (All Materials),13
2011-09,BK1801,Overflowing Litter Baskets,5
2011-09,BK1801,Sweeping/Missed-Inadequate,1
2011-09,BK1802,Litter Basket / Request,2
2011-09,BK1802,Missed Collection (All Materials),14
2011-09,BK1802,Overflowing Litter Baskets,2
2011-09,BK1803,Litter Basket / Request,2
2011-09,BK1803,Missed Collection (All Materials),10
2011-09,BK1803,Overflowing Litter Baskets,4
2011-09,BK1803,Sweeping/Missed-Inadequate,6
2011-09,BX0101,Litter Basket / Request,1
2011-09,BX0101,Missed Collection (All Materials),5
2011-09,BX0101,Sweeping/Missed-Inadequate,1
2011-09,BX0102,Litter Basket / Request,1
2011-09,BX0102,Missed Collection (All Materials),3
2011-09,BX0102,Overflowing Litter Baskets,1
2011-09,BX0202,Litter Basket / Request,1
2011-09,BX0202,Missed Collection (All Materials),5
2011-09,BX0301,Litter Basket / Request,3
2011-09,BX0301,Missed Collection (All Materials),3
2011-09,BX0303,Missed Collection (All Materials),5
2011-09,BX0401,Litter Basket / Request,1
2011-09,BX0401,Missed Collection (All Materials),1
2011-09,BX0401,Overflowing Litter Baskets,2
2011-09,BX0402,Litter Basket / Request,1
2011-09,BX0402,Missed Collection (All Materials),3
2011-09,BX0403,Missed Collection (All Materials),5
2011-09,BX0501,Missed Collection (All Materials),1
2011-09,BX0501,Sweeping/Missed-Inadequate,1
2011-09,BX0502,Litter Basket / Request,1
2011-09,BX0503,Litter Basket / Request,1
2011-09,BX0503,Missed Collection (All Materials),1
2011-09,BX0602,Litter Basket / Request,1
2011-09,BX0602,Missed Collection (All Materials),2
2011-09,BX0603,Missed Collection (All Materials),1
2011-09,BX0701,Litter Basket / Request,1
2011-09,BX0701,Missed Collection (All Materials),1
2011-09,BX0702,Missed Collection (All Materials),2
2011-09,BX0703,Litter Basket / Request,1
2011-09,BX0703,Missed Collection (All Materials),1
2011-09,BX0703,Overflowing Litter Baskets,1
2011-09,BX0801,Litter Basket / Request,1
2011-09,BX0801,Missed Collection (All Materials),2
2011-09,BX0802,Litter Basket / Request,1
2011-09,BX0802,Missed Collection (All Materials),1
2011-09,BX0803,Litter Basket / Request,1
2011-09,BX0803,Missed Collection (All Materials),4
2011-09,BX0901,Missed Collection (All Materials),4
2011-09,BX0901,Sweeping/Missed-Inadequate,1
2011-09,BX0902,Litter Basket / Request,1
2011-09,BX0902,Missed Collection (All Materials),3
2011-09,BX0903,Litter Basket / Request,3
2011-09,BX0903,Missed Collection (All Materials),3
2011-09,BX1001,Litter Basket / Request,2
2011-09,BX1001,Missed Collection (All Materials),1
2011-09,BX1002,Missed Collection (All Materials),7
2011-09,BX1003,Litter Basket / Request,1
2011-09,BX1003,Missed Collection (All Materials),3
2011-09,BX1003,Overflowing Litter Baskets,2
2011-09,BX1004,Missed Collection (All Materials),1
2011-09,BX1101,Missed Collection (All Materials),1
2011-09,BX1102,Litter Basket / Request,1
2011-09,BX1102,Missed Collection (All Materials),2
2011-09,BX1103,Missed Collection (All Materials),2
2011-09,BX1104,Litter Basket / Request,2
2011-09,BX1104,Missed Collection (All Materials),1
2011-09,BX1201,Litter Basket / Request,4
2011-09,BX1201,Missed Collection (All Materials),6
2011-09,BX1201,Overflowing Litter Baskets,2
2011-09,BX1201,Sweeping/Missed-Inadequate,3
2011-09,BX1202,Litter Basket / Request,3
2011-09,BX1202,Missed Collection (All Materials),3
2011-09,BX1203,Missed Collection (All Materials),13
2011-09,MN0101,Missed Collection (All Materials),4
2011-09,MN0102,Missed Collection (All Materials),6
2011-09,MN0201,Litter Basket / Request,3
2011-09,MN0201,Missed Collection (All Materials),8
2011-09,MN0201,Overflowing Litter Baskets,2
2011-09,MN0202,Missed Collection (All Materials),6
2011-09,MN0202,Overflowing Litter Baskets,3
2011-09,MN0203,Litter Basket / Request,5
2011-09,MN0203,Missed Collection (All Materials),13
2011-09,MN0203,Overflowing Litter Baskets,3
2011-09,MN0301,Litter Basket / Request,2
2011-09,MN0301,Missed Collection (All Materials),1
2011-09,MN0302,Litter Basket / Request,4
2011-09,MN0302,Missed Collection (All Materials),1
2011-09,MN0302,Overflowing Litter Baskets,1
2011-09,MN0303,Litter Basket / Request,4
2011-09,MN0303,Missed Collection (All Materials),3
2011-09,MN0303,Overflowing Litter Baskets,2
2011-09,MN0401,Collection Truck Noise,1
2011-09,MN0401,Litter Basket / Request,15
2011-09,MN0401,Missed Collection (All Materials),8
2011-09,MN0401,Overflowing Litter Baskets,1
2011-09,MN0402,Litter Basket / Request,7
2011-09,MN0402,Missed Collection (All Materials),6
2011-09,MN0402,Overflowing Litter Baskets,4
2011-09,MN0501,Missed Collection (All Materials),4
2011-09,MN0502,Litter Basket / Request,1
2011-09,MN0502,Missed Collection (All Materials),2
2011-09,MN0502,Overflowing Litter Baskets,1
2011-09,MN0602,Litter Basket / Request,1
2011-09,MN0602,Missed Collection (All Materials),7
2011-09,MN0602,Overflowing Litter Baskets,4
2011-09,MN0603,Collection Truck Noise,3
2011-09,MN0603,Litter Basket / Request,4
2011-09,MN0603,Missed Collection (All Materials),6
2011-09,MN0604,Missed Collection (All Materials),7
2011-09,MN0701,Litter Basket / Request,2
2011-09,MN0701,Missed Collection (All Materials),5
2011-09,MN0701,Overflowing Litter Baskets,1
2011-09,MN0702,Litter Basket / Request,9
2011-09,MN0702,Missed Collection (All Materials),7
2011-09,MN0702,Sweeping/Missed-Inadequate,2
2011-09,MN0703,Litter Basket / Request,3
2011-09,MN0703,Missed Collection (All Materials),3
2011-09,MN0703,Overflowing Litter Baskets,2
2011-09,MN0801,Litter Basket / Request,1
2011-09,MN0801,Missed Collection (All Materials),1
2011-09,MN0802,Litter Basket / Request,6
2011-09,MN0802,Missed Collection (All Materials),10
2011-09,MN0803,Litter Basket / Request,2
2011-09,MN0803,Missed Collection (All Materials),3
2011-09,MN0901,Litter Basket / Request,1
2011-09,MN0903,Sweeping/Missed-Inadequate,3
2011-09,MN1001,Missed Collection (All Materials),3
2011-09,MN1001,Overflowing Litter Baskets,2
2011-09,MN1002,Litter Basket / Request,1
2011-09,MN1002,Missed Collection (All Materials),6
2011-09,MN1002,Overflowing Litter Baskets,1
2011-09,MN1101,Litter Basket / Request,2
2011-09,MN1102,Litter Basket / Request,7
2011-09,MN1102,Missed Collection (All Materials),3
2011-09,MN1102,Overflowing Litter Baskets,1
2011-09,MN1102,Sweeping/Missed-Inadequate,1
2011-09,MN1201,Litter Basket / Request,3
2011-09,MN1201,Missed Collection (All Materials),4
2011-09,MN1201,Overflowing Litter Baskets,1
2011-09,MN1202,Collection Truck Noise,1
2011-09,MN1202,Litter Basket / Request,2
2011-09,MN1202,Missed Collection (All Materials),1
2011-09,MN1203,Litter Basket / Request,2
2011-09,QN0101,Missed Collection (All Materials),23
2011-09,QN0101,Overflowing Litter Baskets,1
2011-09,QN0101,Sweeping/Missed-Inadequate,1
2011-09,QN0102,Missed Collection (All Materials),1
2011-09,QN0103,Litter Basket / Request,2
2011-09,QN0103,Missed Collection (All Materials),7
2011-09,QN0103,Sweeping/Missed-Inadequate,1
2011-09,QN0104,Litter Basket / Request,5
2011-09,QN0104,Sweeping/Missed-Inadequate,2
2011-09,QN0105,Missed Collection (All Materials),7
2011-09,QN0105,Overflowing Litter Baskets,1
2011-09,QN0161,Litter Basket / Request,1
2011-09,QN0161,Sweeping/Missed-Inadequate,1
2011-09,QN0201,Litter Basket / Request,4
2011-09,QN0201,Missed Collection (All Materials),3
2011-09,QN0201,Overflowing Litter Baskets,3
2011-09,QN0202,Missed Collection (All Materials),2
2011-09,QN0202,Overflowing Litter Baskets,1
2011-09,QN0202,Sweeping/Missed-Inadequate,2
2011-09,QN0203,Litter Basket / Request,4
2011-09,QN0203,Missed Collection (All Materials),11
2011-09,QN0203,Sweeping/Missed-Inadequate,1
2011-09,QN0301,Litter Basket / Request,4
2011-09,QN0301,Missed Collection (All Materials),10
2011-09,QN0301,Overflowing Litter Baskets,1
2011-09,QN0301,Sweeping/Missed-Inadequate,2
2011-09,QN0302,Litter Basket / Request,1
2011-09,QN0302,Missed Collection (All Materials),2
2011-09,QN0302,Overflowing Litter Baskets,1
2011-09,QN0302,Sweeping/Missed-Inadequate,5
2011-09,QN0303,Litter Basket / Request,3
2011-09,QN0303,Missed Collection (All Materials),1
2011-09,QN0401,Litter Basket / Request,3
2011-09,QN0401,Missed Collection (All Materials),12
2011-09,QN0401,Overflowing Litter Baskets,2
2011-09,QN0402,Missed Collection (All Materials),8
2011-09,QN0402,Sweeping/Missed-Inadequate,3
2011-09,QN0501,Litter Basket / Request,5
2011-09,QN0501,Missed Collection (All Materials),7
2011-09,QN0501,Overflowing Litter Baskets,1
2011-09,QN0502,Litter Basket / Request,13
2011-09,QN0502,Missed Collection (All Materials),11
2011-09,QN0502,Overflowing Litter Baskets,1
2011-09,QN0502,Sweeping/Missed-Inadequate,3
2011-09,QN0503,Litter Basket / Request,4
2011-09,QN0503,Missed Collection (All Materials),11
2011-09,QN0503,Overflowing Litter Baskets,2
2011-09,QN0503,Sweeping/Missed-Inadequate,6
2011-09,QN0504,Missed Collection (All Materials),10
2011-09,QN0504,Overflowing Litter Baskets,1
2011-09,QN0573,Litter Basket / Request,1
2011-09,QN0601,Litter Basket / Request,1
2011-09,QN0601,Missed Collection (All Materials),2
2011-09,QN0601,Overflowing Litter Baskets,3
2011-09,QN0602,Litter Basket / Request,4
2011-09,QN0602,Missed Collection (All Materials),20
2011-09,QN0602,Overflowing Litter Baskets,1
2011-09,QN0602,Sweeping/Missed-Inadequate,11
2011-09,QN0701,Litter Basket / Request,2
2011-09,QN0701,Missed Collection (All Materials),9
2011-09,QN0701,Overflowing Litter Baskets,1
2011-09,QN0702,Litter Basket / Request,1
2011-09,QN0702,Missed Collection (All Materials),14
2011-09,QN0702,Overflowing Litter Baskets,1
2011-09,QN0703,Litter Basket / Request,4
2011-09,QN0703,Missed Collection (All Materials),4
2011-09,QN0704,Adopt-A-Basket,1
2011-09,QN0704,Litter Basket / Request,10
2011-09,QN0704,Missed Collection (All Materials),25
2011-09,QN0704,Sweeping/Missed-Inadequate,4
2011-09,QN0705,Missed Collection (All Materials),8
2011-09,QN0705,Sweeping/Missed-Inadequate,1
2011-09,QN0706,Missed Collection (All Materials),6
2011-09,QN0707,Litter Basket / Request,1
2011-09,QN0707,Missed Collection (All Materials),10
2011-09,QN0801,Litter Basket / Request,2
2011-09,QN0801,Missed Collection (All Materials),11
2011-09,QN0801,Overflowing Litter Baskets,1
2011-09,QN0801,Sweeping/Missed-Inadequate,5
2011-09,QN0802,Missed Collection (All Materials),4
2011-09,QN0802,Overflowing Litter Baskets,1
2011-09,QN0802,Sweeping/Missed-Inadequate,1
2011-09,QN0803,Litter Basket / Request,2
2011-09,QN0803,Missed Collection (All Materials),11
2011-09,QN0804,Missed Collection (All Materials),23
2011-09,QN0804,Overflowing Litter Baskets,4
2011-09,QN0804,Sweeping/Missed-Inadequate,2
2011-09,QN0805,Litter Basket / Request,1
2011-09,QN0805,Missed Collection (All Materials),9
2011-09,QN0805,Sweeping/Missed-Inadequate,2
2011-09,QN0901,Missed Collection (All Materials),5
2011-09,QN0901,Sweeping/Missed-Inadequate,1
2011-09,QN0902,Missed Collection (All Materials),6
2011-09,QN0902,Overflowing Litter Baskets,6
2011-09,QN0903,Missed Collection (All Materials),3
2011-09,QN0904,Litter Basket / Request,1
2011-09,QN0904,Missed Collection (All Materials),4
2011-09,QN0904,Overflowing Litter Baskets,1
2011-09,QN0905,Missed Collection (All Materials),7
2011-09,QN1001,Litter Basket / Request,1
2011-09,QN1001,Missed Collection (All Materials),14
2011-09,QN1001,Overflowing Litter Baskets,1
2011-09,QN1002,Litter Basket / Request,1
2011-09,QN1002,Missed Collection (All Materials),5
2011-09,QN1002,Overflowing Litter Baskets,1
2011-09,QN1003,Litter Basket / Request,1
2011-09,QN1003,Missed Collection (All Materials),9
2011-09,QN1101,Litter Basket / Request,2
2011-09,QN1101,Missed Collection (All Materials),15
2011-09,QN1101,Overflowing Litter Baskets,2
2011-09,QN1102,Litter Basket / Request,3
2011-09,QN1102,Missed Collection (All Materials),14
2011-09,QN1102,Overflowing Litter Baskets,2
2011-09,QN1103,Litter Basket / Request,2
2011-09,QN1103,Missed Collection (All Materials),10
2011-09,QN1104,Litter Basket / Request,2
2011-09,QN1104,Missed Collection (All Materials),6
2011-09,QN1201,Litter Basket / Request,6
2011-09,QN1201,Missed Collection (All Materials),4
2011-09,QN1201,Overflowing Litter Baskets,2
2011-09,QN1201,Sweeping/Missed-Inadequate,6
2011-09,QN1202,Litter Basket / Request,1
2011-09,QN1202,Missed Collection (All Materials),9
2011-09,QN1203,Litter Basket / Request,3
2011-09,QN1203,Missed Collection (All Materials),12
2011-09,QN1203,Overflowing Litter Baskets,1
2011-09,QN1204,Missed Collection (All Materials),4
2011-09,QN1205,Litter Basket / Request,1
2011-09,QN1205,Missed Collection (All Materials),7
2011-09,QN1206,Litter Basket / Request,1
2011-09,QN1206,Missed Collection (All Materials),5
2011-09,QN1206,Overflowing Litter Baskets,1
2011-09,QN1301,Litter Basket / Request,2
2011-09,QN1301,Missed Collection (All Materials),3
2011-09,QN1301,Overflowing Litter Baskets,3
2011-09,QN1302,Litter Basket / Request,5
2011-09,QN1302,Missed Collection (All Materials),5
2011-09,QN1302,Overflowing Litter Baskets,1
2011-09,QN1303,Litter Basket / Request,1
2011-09,QN1303,Missed Collection (All Materials),11
2011-09,QN1303,Overflowing Litter Baskets,1
2011-09,QN1304,Litter Basket / Request,1
2011-09,QN1304,Missed Collection (All Materials),7
2011-09,QN1305,Litter Basket / Request,1
2011-09,QN1305,Missed Collection (All Materials),19
2011-09,QN1305,Overflowing Litter Baskets,2
2011-09,QN1306,Litter Basket / Request,2
2011-09,QN1306,Missed Collection (All Materials),8
2011-09,QN1307,Litter Basket / Request,1
2011-09,QN1307,Missed Collection (All Materials),16
2011-09,QN1401,Missed Collection (All Materials),12
2011-09,QN1401,Overflowing Litter Baskets,1
2011-09,QN1402,Litter Basket / Request,1
2011-09,QN1402,Missed Collection (All Materials),7
2011-09,QN1402,Overflowing Litter Baskets,6
2011-09,QN1403,Missed Collection (All Materials),6
2011-09,QN1403,Overflowing Litter Baskets,2
2011-09,QN1403,Sweeping/Missed-Inadequate,3
2011-09,QN8191,Sweeping/Missed-Inadequate,1
2011-09,SI0101,Collection Truck Noise,1
2011-09,SI0101,Missed Collection (All Materials),13
2011-09,SI0101,Overflowing Litter Baskets,1
2011-09,SI0102,Litter Basket / Request,1
2011-09,SI0102,Missed Collection (All Materials),6
2011-09,SI0103,Litter Basket / Request,5
2011-09,SI0103,Missed Collection (All Materials),19
2011-09,SI0104,Litter Basket / Request,3
2011-09,SI0104,Missed Collection (All Materials),19
2011-09,SI0105,Litter Basket / Request,3
2011-09,SI0105,Missed Collection (All Materials),11
2011-09,SI0106,Litter Basket / Request,4
2011-09,SI0106,Missed Collection (All Materials),7
2011-09,SI0107,Missed Collection (All Materials),19
2011-09,SI0107,Overflowing Litter Baskets,1
2011-09,SI0201,Litter Basket / Request,5
2011-09,SI0201,Missed Collection (All Materials),15
2011-09,SI0201,Overflowing Litter Baskets,1
2011-09,SI0202,Litter Basket / Request,2
2011-09,SI0202,Missed Collection (All Materials),23
2011-09,SI0203,Litter Basket / Request,3
2011-09,SI0203,Missed Collection (All Materials),22
2011-09,SI0204,Missed Collection (All Materials),13
2011-09,SI0204,Overflowing Litter Baskets,2
2011-09,SI0291,Missed Collection (All Materials),1
2011-09,SI0301,Missed Collection (All Materials),16
2011-09,SI0301,Overflowing Litter Baskets,5
2011-09,SI0302,Litter Basket / Request,7
2011-09,SI0302,Missed Collection (All Materials),25
2011-09,SI0302,Overflowing Litter Baskets,3
2011-09,SI0303,Missed Collection (All Materials),11
2011-09,SI0304,Missed Collection (All Materials),40
2011-09,SI0305,Litter Basket / Request,3
2011-09,SI0305,Missed Collection (All Materials),10
2011-09,SI0305,Sweeping/Missed-Inadequate,1
2011-10,BK0101,Litter Basket / Request,1
2011-10,BK0101,Missed Collection (All Materials),6
2011-10,BK0101,Sweeping/Missed-Inadequate,1
2011-10,BK0102,Litter Basket / Request,9
2011-10,BK0102,Missed Collection (All Materials),22
2011-10,BK0103,Litter Basket / Request,1
2011-10,BK0103,Missed Collection (All Materials),29
2011-10,BK0103,Sweeping/Missed-Inadequate,1
2011-10,BK0104,Litter Basket / Request,1
2011-10,BK0104,Missed Collection (All Materials),9
2011-10,BK0201,Litter Basket / Request,2
2011-10,BK0201,Missed Collection (All Materials),2
2011-10,BK0201,Overflowing Litter Baskets,1
2011-10,BK0202,Litter Basket / Request,3
2011-10,BK0202,Missed Collection (All Materials),4
2011-10,BK0202,Overflowing Litter Baskets,1
2011-10,BK0202,Sweeping/Missed-Inadequate,1
2011-10,BK0203,Litter Basket / Request,1
2011-10,BK0203,Missed Collection (All Materials),4
2011-10,BK0203,Overflowing Litter Baskets,2
2011-10,BK0203,Sweeping/Missed-Inadequate,1
2011-10,BK0204,Missed Collection (All Materials),3
