year_month,Complaint Type,BoroCd,complaint_count
2017-06,Missing Collection,414,34
2017-06,Missing Collection,501,178
2017-06,Missing Collection,502,109
2017-06,Missing Collection,503,189
2017-06,Sweeping Complaint,101,1
2017-06,Sweeping Complaint,102,1
2017-06,Sweeping Complaint,103,5
2017-06,Sweeping Complaint,105,1
2017-06,Sweeping Complaint,107,1
2017-06,Sweeping Complaint,111,2
2017-06,Sweeping Complaint,112,1
2017-06,Sweeping Complaint,164,2
2017-06,Sweeping Complaint,202,1
2017-06,Sweeping Complaint,205,2
2017-06,Sweeping Complaint,207,1
2017-06,Sweeping Complaint,209,3
2017-06,Sweeping Complaint,210,1
2017-06,Sweeping Complaint,301,2
2017-06,Sweeping Complaint,302,1
2017-06,Sweeping Complaint,303,1
2017-06,Sweeping Complaint,304,1
2017-06,Sweeping Complaint,305,4
2017-06,Sweeping Complaint,306,2
2017-06,Sweeping Complaint,310,1
2017-06,Sweeping Complaint,311,6
2017-06,Sweeping Complaint,312,6
2017-06,Sweeping Complaint,314,1
2017-06,Sweeping Complaint,316,1
2017-06,Sweeping Complaint,318,12
2017-06,Sweeping Complaint,401,1
2017-06,Sweeping Complaint,402,1
2017-06,Sweeping Complaint,403,2
2017-06,Sweeping Complaint,406,2
2017-06,Sweeping Complaint,408,3
2017-06,Sweeping Complaint,411,1
2017-06,Sweeping Complaint,412,1
2017-06,Sweeping Complaint,414,1
2017-06,Sweeping Complaint,501,1
2017-07,Adopt-A-Basket,102,2
2017-07,Adopt-A-Basket,104,2
2017-07,Adopt-A-Basket,111,1
2017-07,Adopt-A-Basket,112,2
2017-07,Adopt-A-Basket,203,1
2017-07,Adopt-A-Basket,204,2
2017-07,Adopt-A-Basket,311,1
2017-07,Adopt-A-Basket,312,1
2017-07,Adopt-A-Basket,407,1
2017-07,Adopt-A-Basket,408,1
2017-07,Adopt-A-Basket,412,1
2017-07,Adopt-A-Basket,501,2
2017-07,Adopt-A-Basket,503,1
2017-07,Basket Complaint,102,8
2017-07,Basket Complaint,103,5
2017-07,Basket Complaint,104,4
2017-07,Basket Complaint,105,11
2017-07,Basket Complaint,106,4
2017-07,Basket Complaint,107,7
2017-07,Basket Complaint,108,1
2017-07,Basket Complaint,109,14
2017-07,Basket Complaint,110,70
2017-07,Basket Complaint,111,37
2017-07,Basket Complaint,112,17
2017-07,Basket Complaint,164,1
2017-07,Basket Complaint,201,6
2017-07,Basket Complaint,202,1
2017-07,Basket Complaint,203,2
2017-07,Basket Complaint,204,3
2017-07,Basket Complaint,205,1
2017-07,Basket Complaint,206,2
2017-07,Basket Complaint,207,4
2017-07,Basket Complaint,208,7
2017-07,Basket Complaint,209,7
2017-07,Basket Complaint,210,9
2017-07,Basket Complaint,211,2
2017-07,Basket Complaint,212,5
2017-07,Basket Complaint,301,14
2017-07,Basket Complaint,302,4
2017-07,Basket Complaint,303,6
2017-07,Basket Complaint,304,3
2017-07,Basket Complaint,305,8
2017-07,Basket Complaint,306,22
2017-07,Basket Complaint,307,4
2017-07,Basket Complaint,308,9
2017-07,Basket Complaint,309,4
2017-07,Basket Complaint,310,8
2017-07,Basket Complaint,311,16
2017-07,Basket Complaint,312,7
2017-07,Basket Complaint,313,3
2017-07,Basket Complaint,314,10
2017-07,Basket Complaint,315,8
2017-07,Basket Complaint,316,1
2017-07,Basket Complaint,317,3
2017-07,Basket Complaint,318,10
2017-07,Basket Complaint,401,12
2017-07,Basket Complaint,402,8
2017-07,Basket Complaint,403,10
2017-07,Basket Complaint,404,2
2017-07,Basket Complaint,405,7
2017-07,Basket Complaint,406,5
2017-07,Basket Complaint,407,7
2017-07,Basket Complaint,408,12
2017-07,Basket Complaint,409,2
2017-07,Basket Complaint,410,3
2017-07,Basket Complaint,411,4
2017-07,Basket Complaint,412,6
2017-07,Basket Complaint,413,7
2017-07,Basket Complaint,414,3
2017-07,Basket Complaint,501,8
2017-07,Basket Complaint,502,2
2017-07,Basket Complaint,503,6
2017-07,Collection Truck Noise,108,2
2017-07,Collection Truck Noise,112,1
2017-07,Collection Truck Noise,310,1
2017-07,Missing Collection,101,1
2017-07,Missing Collection,102,24
2017-07,Missing Collection,103,14
2017-07,Missing Collection,104,33
2017-07,Missing Collection,105,20
2017-07,Missing Collection,106,11
2017-07,Missing Collection,107,20
2017-07,Missing Collection,108,13
2017-07,Missing Collection,109,6
2017-07,Missing Collection,110,53
2017-07,Missing Collection,111,11
2017-07,Missing Collection,112,12
2017-07,Missing Collection,201,16
2017-07,Missing Collection,202,6
2017-07,Missing Collection,203,21
2017-07,Missing Collection,204,9
2017-07,Missing Collection,205,3
2017-07,Missing Collection,206,13
2017-07,Missing Collection,207,8
2017-07,Missing Collection,208,15
2017-07,Missing Collection,209,8
2017-07,Missing Collection,210,28
2017-07,Missing Collection,211,16
2017-07,Missing Collection,212,23
2017-07,Missing Collection,301,104
2017-07,Missing Collection,302,37
2017-07,Missing Collection,303,71
2017-07,Missing Collection,304,33
2017-07,Missing Collection,305,84
2017-07,Missing Collection,306,195
2017-07,Missing Collection,307,44
2017-07,Missing Collection,308,34
2017-07,Missing Collection,309,19
2017-07,Missing Collection,310,187
2017-07,Missing Collection,311,120
2017-07,Missing Collection,312,153
2017-07,Missing Collection,313,11
2017-07,Missing Collection,314,40
2017-07,Missing Collection,315,247
2017-07,Missing Collection,316,44
2017-07,Missing Collection,317,67
2017-07,Missing Collection,318,72
2017-07,Missing Collection,401,51
2017-07,Missing Collection,402,9
2017-07,Missing Collection,403,24
2017-07,Missing Collection,404,21
2017-07,Missing Collection,405,292
2017-07,Missing Collection,406,32
2017-07,Missing Collection,407,119
2017-07,Missing Collection,408,244
2017-07,Missing Collection,409,31
2017-07,Missing Collection,410,239
2017-07,Missing Collection,411,253
2017-07,Missing Collection,412,99
2017-07,Missing Collection,413,71
2017-07,Missing Collection,414,23
2017-07,Missing Collection,501,178
2017-07,Missing Collection,502,145
2017-07,Missing Collection,503,174
2017-07,Overflowing Recycling Baskets,102,1
2017-07,Overflowing Recycling Baskets,503,1
2017-07,Sweeping Complaint,102,1
2017-07,Sweeping Complaint,103,1
2017-07,Sweeping Complaint,104,2
2017-07,Sweeping Complaint,107,4
2017-07,Sweeping Complaint,108,3
2017-07,Sweeping Complaint,110,4
2017-07,Sweeping Complaint,111,2
2017-07,Sweeping Complaint,202,1
2017-07,Sweeping Complaint,208,1
2017-07,Sweeping Complaint,209,2
2017-07,Sweeping Complaint,211,2
2017-07,Sweeping Complaint,212,3
2017-07,Sweeping Complaint,301,2
2017-07,Sweeping Complaint,302,1
2017-07,Sweeping Complaint,305,3
2017-07,Sweeping Complaint,306,4
2017-07,Sweeping Complaint,309,1
2017-07,Sweeping Complaint,310,3
2017-07,Sweeping Complaint,311,8
2017-07,Sweeping Complaint,312,6
2017-07,Sweeping Complaint,314,2
2017-07,Sweeping Complaint,315,4
2017-07,Sweeping Complaint,317,2
2017-07,Sweeping Complaint,318,31
2017-07,Sweeping Complaint,401,4
2017-07,Sweeping Complaint,402,6
2017-07,Sweeping Complaint,403,6
2017-07,Sweeping Complaint,405,3
2017-07,Sweeping Complaint,406,3
2017-07,Sweeping Complaint,407,3
2017-07,Sweeping Complaint,408,7
2017-07,Sweeping Complaint,409,2
2017-07,Sweeping Complaint,410,1
2017-07,Sweeping Complaint,412,1
2017-07,Sweeping Complaint,501,1
2017-07,Sweeping Complaint,503,1
2017-08,Adopt-A-Basket,101,2
2017-08,Adopt-A-Basket,102,7
2017-08,Adopt-A-Basket,106,1
2017-08,Adopt-A-Basket,112,2
2017-08,Adopt-A-Basket,206,1
2017-08,Adopt-A-Basket,208,2
2017-08,Adopt-A-Basket,307,1
2017-08,Adopt-A-Basket,308,1
2017-08,Adopt-A-Basket,315,2
2017-08,Adopt-A-Basket,318,1
2017-08,Adopt-A-Basket,405,3
2017-08,Adopt-A-Basket,412,1
2017-08,Adopt-A-Basket,501,2
2017-08,Adopt-A-Basket,502,1
2017-08,Adopt-A-Basket,503,1
2017-08,Basket Complaint,101,5
2017-08,Basket Complaint,102,6
2017-08,Basket Complaint,103,11
2017-08,Basket Complaint,104,3
2017-08,Basket Complaint,105,5
2017-08,Basket Complaint,106,3
2017-08,Basket Complaint,107,14
2017-08,Basket Complaint,108,4
2017-08,Basket Complaint,109,7
2017-08,Basket Complaint,110,32
2017-08,Basket Complaint,111,10
2017-08,Basket Complaint,112,8
2017-08,Basket Complaint,201,4
2017-08,Basket Complaint,202,2
2017-08,Basket Complaint,203,3
2017-08,Basket Complaint,204,3
2017-08,Basket Complaint,207,2
2017-08,Basket Complaint,208,7
2017-08,Basket Complaint,209,1
2017-08,Basket Complaint,210,9
2017-08,Basket Complaint,211,8
2017-08,Basket Complaint,212,12
2017-08,Basket Complaint,301,7
2017-08,Basket Complaint,302,22
2017-08,Basket Complaint,304,3
2017-08,Basket Complaint,305,5
2017-08,Basket Complaint,306,3
2017-08,Basket Complaint,307,7
2017-08,Basket Complaint,308,12
2017-08,Basket Complaint,309,5
2017-08,Basket Complaint,310,4
2017-08,Basket Complaint,311,14
2017-08,Basket Complaint,312,15
2017-08,Basket Complaint,314,8
2017-08,Basket Complaint,315,7
2017-08,Basket Complaint,316,1
2017-08,Basket Complaint,317,4
2017-08,Basket Complaint,318,12
2017-08,Basket Complaint,401,7
2017-08,Basket Complaint,402,4
2017-08,Basket Complaint,403,6
2017-08,Basket Complaint,404,2
2017-08,Basket Complaint,405,5
2017-08,Basket Complaint,406,6
2017-08,Basket Complaint,407,12
2017-08,Basket Complaint,408,5
2017-08,Basket Complaint,409,6
2017-08,Basket Complaint,410,2
2017-08,Basket Complaint,411,1
2017-08,Basket Complaint,412,13
2017-08,Basket Complaint,413,5
2017-08,Basket Complaint,501,11
2017-08,Basket Complaint,502,7
2017-08,Basket Complaint,595,1
2017-08,Collection Truck Noise,102,1
2017-08,Collection Truck Noise,105,1
2017-08,Collection Truck Noise,107,1
2017-08,Collection Truck Noise,108,2
2017-08,Collection Truck Noise,109,1
2017-08,Collection Truck Noise,203,1
2017-08,Collection Truck Noise,301,1
2017-08,Collection Truck Noise,302,1
2017-08,Collection Truck Noise,315,3
2017-08,Collection Truck Noise,406,1
2017-08,Missing Collection,101,6
2017-08,Missing Collection,102,22
2017-08,Missing Collection,103,13
2017-08,Missing Collection,104,34
2017-08,Missing Collection,105,20
2017-08,Missing Collection,106,21
2017-08,Missing Collection,107,19
2017-08,Missing Collection,108,18
2017-08,Missing Collection,109,8
2017-08,Missing Collection,110,30
2017-08,Missing Collection,111,9
2017-08,Missing Collection,112,5
2017-08,Missing Collection,201,15
2017-08,Missing Collection,202,3
2017-08,Missing Collection,203,26
2017-08,Missing Collection,204,5
2017-08,Missing Collection,205,14
2017-08,Missing Collection,206,21
2017-08,Missing Collection,207,1
2017-08,Missing Collection,208,14
2017-08,Missing Collection,209,7
2017-08,Missing Collection,210,77
2017-08,Missing Collection,211,40
2017-08,Missing Collection,212,25
2017-08,Missing Collection,301,83
2017-08,Missing Collection,302,53
2017-08,Missing Collection,303,73
2017-08,Missing Collection,304,24
2017-08,Missing Collection,305,48
2017-08,Missing Collection,306,201
2017-08,Missing Collection,307,38
2017-08,Missing Collection,308,37
2017-08,Missing Collection,309,11
2017-08,Missing Collection,310,145
2017-08,Missing Collection,311,101
2017-08,Missing Collection,312,150
2017-08,Missing Collection,313,11
2017-08,Missing Collection,314,45
2017-08,Missing Collection,315,116
2017-08,Missing Collection,316,54
2017-08,Missing Collection,317,56
2017-08,Missing Collection,318,74
2017-08,Missing Collection,401,39
2017-08,Missing Collection,402,14
2017-08,Missing Collection,403,19
2017-08,Missing Collection,404,20
2017-08,Missing Collection,405,280
2017-08,Missing Collection,406,22
2017-08,Missing Collection,407,124
2017-08,Missing Collection,408,58
2017-08,Missing Collection,409,27
2017-08,Missing Collection,410,239
2017-08,Missing Collection,411,232
2017-08,Missing Collection,412,81
2017-08,Missing Collection,413,56
2017-08,Missing Collection,414,29
2017-08,Missing Collection,501,172
2017-08,Missing Collection,502,122
2017-08,Missing Collection,503,125
2017-08,Overflowing Recycling Baskets,102,1
2017-08,Overflowing Recycling Baskets,107,1
2017-08,Overflowing Recycling Baskets,108,1
2017-08,Overflowing Recycling Baskets,412,1
2017-08,Request Large Bulky Item Collection,101,2
2017-08,Request Large Bulky Item Collection,209,1
2017-08,Request Large Bulky Item Collection,210,1
2017-08,Request Large Bulky Item Collection,304,1
2017-08,Request Large Bulky Item Collection,306,1
2017-08,Request Large Bulky Item Collection,310,16
2017-08,Request Large Bulky Item Collection,401,1
2017-08,Request Large Bulky Item Collection,402,2
2017-08,Request Large Bulky Item Collection,404,1
2017-08,Request Large Bulky Item Collection,405,3
2017-08,Request Large Bulky Item Collection,407,1
2017-08,Request Large Bulky Item Collection,408,1
2017-08,Request Large Bulky Item Collection,409,1
2017-08,Request Large Bulky Item Collection,410,1
2017-08,Request Large Bulky Item Collection,413,1
2017-08,Request Large Bulky Item Collection,501,1
2017-08,Request Large Bulky Item Collection,502,1
2017-08,Sweeping Complaint,104,1
2017-08,Sweeping Complaint,106,1
2017-08,Sweeping Complaint,107,4
2017-08,Sweeping Complaint,108,3
2017-08,Sweeping Complaint,109,1
2017-08,Sweeping Complaint,110,4
2017-08,Sweeping Complaint,111,4
2017-08,Sweeping Complaint,112,2
2017-08,Sweeping Complaint,201,2
2017-08,Sweeping Complaint,204,2
2017-08,Sweeping Complaint,205,2
2017-08,Sweeping Complaint,209,1
2017-08,Sweeping Complaint,212,2
2017-08,Sweeping Complaint,302,1
2017-08,Sweeping Complaint,305,1
2017-08,Sweeping Complaint,306,2
2017-08,Sweeping Complaint,307,1
2017-08,Sweeping Complaint,310,2
2017-08,Sweeping Complaint,311,2
2017-08,Sweeping Complaint,312,3
2017-08,Sweeping Complaint,313,1
2017-08,Sweeping Complaint,314,2
2017-08,Sweeping Complaint,315,3
2017-08,Sweeping Complaint,318,13
2017-08,Sweeping Complaint,401,4
2017-08,Sweeping Complaint,402,2
2017-08,Sweeping Complaint,403,7
2017-08,Sweeping Complaint,404,3
2017-08,Sweeping Complaint,405,6
2017-08,Sweeping Complaint,406,1
2017-08,Sweeping Complaint,407,4
2017-08,Sweeping Complaint,408,2
2017-09,Adopt-A-Basket,101,1
2017-09,Adopt-A-Basket,102,5
2017-09,Adopt-A-Basket,104,1
2017-09,Adopt-A-Basket,109,1
2017-09,Adopt-A-Basket,110,7
2017-09,Adopt-A-Basket,201,3
2017-09,Adopt-A-Basket,204,1
2017-09,Adopt-A-Basket,207,2
2017-09,Adopt-A-Basket,301,1
2017-09,Adopt-A-Basket,315,2
2017-09,Adopt-A-Basket,402,1
2017-09,Adopt-A-Basket,405,1
2017-09,Adopt-A-Basket,503,1
2017-09,Basket Complaint,101,3
2017-09,Basket Complaint,102,10
2017-09,Basket Complaint,103,4
2017-09,Basket Complaint,104,3
2017-09,Basket Complaint,105,3
2017-09,Basket Complaint,106,9
2017-09,Basket Complaint,107,14
2017-09,Basket Complaint,108,7
2017-09,Basket Complaint,109,6
2017-09,Basket Complaint,110,39
2017-09,Basket Complaint,111,14
2017-09,Basket Complaint,112,3
2017-09,Basket Complaint,201,7
2017-09,Basket Complaint,202,1
2017-09,Basket Complaint,203,2
2017-09,Basket Complaint,204,3
2017-09,Basket Complaint,205,2
2017-09,Basket Complaint,206,1
2017-09,Basket Complaint,207,5
2017-09,Basket Complaint,208,5
2017-09,Basket Complaint,209,4
2017-09,Basket Complaint,210,5
2017-09,Basket Complaint,211,13
2017-09,Basket Complaint,212,10
2017-09,Basket Complaint,226,1
2017-09,Basket Complaint,301,6
2017-09,Basket Complaint,302,11
2017-09,Basket Complaint,303,12
2017-09,Basket Complaint,304,4
2017-09,Basket Complaint,305,4
2017-09,Basket Complaint,306,8
2017-09,Basket Complaint,307,4
2017-09,Basket Complaint,308,7
2017-09,Basket Complaint,309,5
2017-09,Basket Complaint,311,17
2017-09,Basket Complaint,312,4
2017-09,Basket Complaint,313,8
2017-09,Basket Complaint,314,10
2017-09,Basket Complaint,315,12
2017-09,Basket Complaint,316,4
2017-09,Basket Complaint,317,4
2017-09,Basket Complaint,318,11
2017-09,Basket Complaint,401,7
2017-09,Basket Complaint,402,2
2017-09,Basket Complaint,403,6
2017-09,Basket Complaint,404,1
2017-09,Basket Complaint,405,14
2017-09,Basket Complaint,406,8
2017-09,Basket Complaint,407,18
2017-09,Basket Complaint,408,6
2017-09,Basket Complaint,409,8
2017-09,Basket Complaint,410,4
2017-09,Basket Complaint,411,3
2017-09,Basket Complaint,412,7
2017-09,Basket Complaint,413,9
2017-09,Basket Complaint,414,1
2017-09,Basket Complaint,501,16
2017-09,Basket Complaint,502,8
2017-09,Basket Complaint,503,7
2017-09,Collection Truck Noise,105,1
2017-09,Collection Truck Noise,107,2
2017-09,Collection Truck Noise,108,1
2017-09,Collection Truck Noise,306,1
2017-09,Collection Truck Noise,310,1
2017-09,Collection Truck Noise,316,1
2017-09,Missing Collection,101,7
2017-09,Missing Collection,102,28
2017-09,Missing Collection,103,12
2017-09,Missing Collection,104,30
2017-09,Missing Collection,105,16
2017-09,Missing Collection,106,19
2017-09,Missing Collection,107,13
2017-09,Missing Collection,108,24
2017-09,Missing Collection,109,3
2017-09,Missing Collection,110,27
2017-09,Missing Collection,111,9
2017-09,Missing Collection,112,16
2017-09,Missing Collection,201,11
2017-09,Missing Collection,202,3
2017-09,Missing Collection,203,26
2017-09,Missing Collection,204,5
2017-09,Missing Collection,205,2
2017-09,Missing Collection,206,8
2017-09,Missing Collection,207,3
2017-09,Missing Collection,208,9
2017-09,Missing Collection,209,14
2017-09,Missing Collection,210,54
2017-09,Missing Collection,211,40
2017-09,Missing Collection,212,75
2017-09,Missing Collection,301,120
2017-09,Missing Collection,302,41
2017-09,Missing Collection,303,55
2017-09,Missing Collection,304,22
2017-09,Missing Collection,305,41
2017-09,Missing Collection,306,118
2017-09,Missing Collection,307,34
2017-09,Missing Collection,308,31
2017-09,Missing Collection,309,16
2017-09,Missing Collection,310,85
2017-09,Missing Collection,311,126
2017-09,Missing Collection,312,201
2017-09,Missing Collection,313,15
2017-09,Missing Collection,314,56
2017-09,Missing Collection,315,133
2017-09,Missing Collection,316,24
2017-09,Missing Collection,317,42
2017-09,Missing Collection,318,84
2017-09,Missing Collection,401,39
2017-09,Missing Collection,402,8
2017-09,Missing Collection,403,25
2017-09,Missing Collection,404,15
2017-09,Missing Collection,405,132
2017-09,Missing Collection,406,21
2017-09,Missing Collection,407,109
2017-09,Missing Collection,408,44
2017-09,Missing Collection,409,26
2017-09,Missing Collection,410,118
2017-09,Missing Collection,411,107
2017-09,Missing Collection,412,99
2017-09,Missing Collection,413,48
2017-09,Missing Collection,414,36
2017-09,Missing Collection,501,152
2017-09,Missing Collection,502,99
2017-09,Missing Collection,503,108
2017-09,Overflowing Recycling Baskets,107,1
2017-09,Overflowing Recycling Baskets,204,1
2017-09,Overflowing Recycling Baskets,303,1
2017-09,Overflowing Recycling Baskets,311,1
2017-09,Overflowing Recycling Baskets,318,1
2017-09,Overflowing Recycling Baskets,405,1
2017-09,Request Large Bulky Item Collection,101,29
2017-09,Request Large Bulky Item Collection,102,109
2017-09,Request Large Bulky Item Collection,103,105
2017-09,Request Large Bulky Item Collection,104,102
2017-09,Request Large Bulky Item Collection,105,45
2017-09,Request Large Bulky Item Collection,106,64
2017-09,Request Large Bulky Item Collection,107,135
2017-09,Request Large Bulky Item Collection,108,120
2017-09,Request Large Bulky Item Collection,109,23
2017-09,Request Large Bulky Item Collection,110,59
2017-09,Request Large Bulky Item Collection,111,25
2017-09,Request Large Bulky Item Collection,112,64
2017-09,Request Large Bulky Item Collection,201,34
2017-09,Request Large Bulky Item Collection,202,12
2017-09,Request Large Bulky Item Collection,203,26
2017-09,Request Large Bulky Item Collection,204,16
2017-09,Request Large Bulky Item Collection,205,11
2017-09,Request Large Bulky Item Collection,206,23
2017-09,Request Large Bulky Item Collection,207,18
2017-09,Request Large Bulky Item Collection,208,23
2017-09,Request Large Bulky Item Collection,209,48
2017-09,Request Large Bulky Item Collection,210,140
2017-09,Request Large Bulky Item Collection,211,51
2017-09,Request Large Bulky Item Collection,212,99
2017-09,Request Large Bulky Item Collection,301,251
2017-09,Request Large Bulky Item Collection,302,192
2017-09,Request Large Bulky Item Collection,303,212
2017-09,Request Large Bulky Item Collection,304,122
2017-09,Request Large Bulky Item Collection,305,120
2017-09,Request Large Bulky Item Collection,306,766
2017-09,Request Large Bulky Item Collection,307,106
2017-09,Request Large Bulky Item Collection,308,125
2017-09,Request Large Bulky Item Collection,309,75
2017-09,Request Large Bulky Item Collection,310,1268
2017-09,Request Large Bulky Item Collection,311,167
2017-09,Request Large Bulky Item Collection,312,188
2017-09,Request Large Bulky Item Collection,313,35
2017-09,Request Large Bulky Item Collection,314,107
2017-09,Request Large Bulky Item Collection,315,110
2017-09,Request Large Bulky Item Collection,316,34
2017-09,Request Large Bulky Item Collection,317,103
2017-09,Request Large Bulky Item Collection,318,192
2017-09,Request Large Bulky Item Collection,401,267
2017-09,Request Large Bulky Item Collection,402,63
2017-09,Request Large Bulky Item Collection,403,65
2017-09,Request Large Bulky Item Collection,404,46
2017-09,Request Large Bulky Item Collection,405,1363
2017-09,Request Large Bulky Item Collection,406,74
2017-09,Request Large Bulky Item Collection,407,231
2017-09,Request Large Bulky Item Collection,408,134
2017-09,Request Large Bulky Item Collection,409,128
2017-09,Request Large Bulky Item Collection,410,1299
2017-09,Request Large Bulky Item Collection,411,983
2017-09,Request Large Bulky Item Collection,412,198
2017-09,Request Large Bulky Item Collection,413,219
2017-09,Request Large Bulky Item Collection,414,82
2017-09,Request Large Bulky Item Collection,501,221
2017-09,Request Large Bulky Item Collection,502,183
2017-09,Request Large Bulky Item Collection,503,256
2017-09,Sweeping Complaint,103,2
2017-09,Sweeping Complaint,107,1
2017-09,Sweeping Complaint,108,3
2017-09,Sweeping Complaint,109,1
2017-09,Sweeping Complaint,110,4
2017-09,Sweeping Complaint,111,3
2017-09,Sweeping Complaint,112,1
2017-09,Sweeping Complaint,205,1
2017-09,Sweeping Complaint,206,4
2017-09,Sweeping Complaint,207,1
2017-09,Sweeping Complaint,209,1
2017-09,Sweeping Complaint,210,1
2017-09,Sweeping Complaint,212,2
2017-09,Sweeping Complaint,301,1
2017-09,Sweeping Complaint,302,3
2017-09,Sweeping Complaint,303,1
2017-09,Sweeping Complaint,305,1
2017-09,Sweeping Complaint,306,4
2017-09,Sweeping Complaint,307,1
2017-09,Sweeping Complaint,308,1
2017-09,Sweeping Complaint,309,2
2017-09,Sweeping Complaint,310,2
2017-09,Sweeping Complaint,311,6
2017-09,Sweeping Complaint,312,13
2017-09,Sweeping Complaint,314,3
2017-09,Sweeping Complaint,315,2
2017-09,Sweeping Complaint,316,1
2017-09,Sweeping Complaint,317,4
2017-09,Sweeping Complaint,318,20
2017-09,Sweeping Complaint,401,7
2017-09,Sweeping Complaint,402,1
2017-09,Sweeping Complaint,403,2
2017-09,Sweeping Complaint,405,1
2017-09,Sweeping Complaint,406,1
2017-09,Sweeping Complaint,407,1
2017-09,Sweeping Complaint,408,5
2017-09,Sweeping Complaint,409,1
2017-09,Sweeping Complaint,412,4
2017-10,Adopt-A-Basket,102,3
2017-10,Adopt-A-Basket,106,2
2017-10,Adopt-A-Basket,109,1
2017-10,Adopt-A-Basket,204,2
2017-10,Adopt-A-Basket,208,1
2017-10,Adopt-A-Basket,303,1
2017-10,Adopt-A-Basket,307,1
2017-10,Basket Complaint,102,3
2017-10,Basket Complaint,103,3
2017-10,Basket Complaint,104,5
2017-10,Basket Complaint,105,5
2017-10,Basket Complaint,106,6
2017-10,Basket Complaint,107,13
2017-10,Basket Complaint,108,4
2017-10,Basket Complaint,109,2
2017-10,Basket Complaint,110,35
2017-10,Basket Complaint,111,8
2017-10,Basket Complaint,112,8
2017-10,Basket Complaint,201,4
2017-10,Basket Complaint,203,6
2017-10,Basket Complaint,204,2
2017-10,Basket Complaint,205,2
2017-10,Basket Complaint,207,3
2017-10,Basket Complaint,208,5
2017-10,Basket Complaint,209,4
2017-10,Basket Complaint,210,3
2017-10,Basket Complaint,211,1
2017-10,Basket Complaint,212,12
2017-10,Basket Complaint,301,15
2017-10,Basket Complaint,302,18
2017-10,Basket Complaint,303,10
2017-10,Basket Complaint,304,1
2017-10,Basket Complaint,305,10
2017-10,Basket Complaint,306,13
2017-10,Basket Complaint,307,3
2017-10,Basket Complaint,308,6
2017-10,Basket Complaint,309,9
2017-10,Basket Complaint,310,4
2017-10,Basket Complaint,311,13
2017-10,Basket Complaint,312,7
2017-10,Basket Complaint,313,5
2017-10,Basket Complaint,314,5
2017-10,Basket Complaint,315,9
2017-10,Basket Complaint,317,10
2017-10,Basket Complaint,318,9
2017-10,Basket Complaint,401,12
2017-10,Basket Complaint,403,4
2017-10,Basket Complaint,404,1
2017-10,Basket Complaint,405,11
2017-10,Basket Complaint,406,7
2017-10,Basket Complaint,407,17
2017-10,Basket Complaint,408,3
2017-10,Basket Complaint,409,2
2017-10,Basket Complaint,410,1
2017-10,Basket Complaint,411,3
2017-10,Basket Complaint,412,9
2017-10,Basket Complaint,413,8
2017-10,Basket Complaint,414,5
2017-10,Basket Complaint,501,16
2017-10,Basket Complaint,502,3
2017-10,Basket Complaint,503,2
2017-10,Basket Complaint,595,1
2017-10,Collection Truck Noise,102,2
2017-10,Collection Truck Noise,108,4
2017-10,Collection Truck Noise,109,1
2017-10,Collection Truck Noise,111,1
2017-10,Collection Truck Noise,306,1
2017-10,Collection Truck Noise,312,1
2017-10,Collection Truck Noise,314,1
2017-10,Collection Truck Noise,401,1
2017-10,Collection Truck Noise,407,1
2017-10,Missing Collection,101,8
2017-10,Missing Collection,102,23
2017-10,Missing Collection,103,6
2017-10,Missing Collection,104,61
2017-10,Missing Collection,105,19
2017-10,Missing Collection,106,12
2017-10,Missing Collection,107,21
2017-10,Missing Collection,108,29
2017-10,Missing Collection,110,26
2017-10,Missing Collection,111,9
2017-10,Missing Collection,112,15
2017-10,Missing Collection,201,18
2017-10,Missing Collection,202,3
2017-10,Missing Collection,203,24
2017-10,Missing Collection,204,5
2017-10,Missing Collection,205,2
2017-10,Missing Collection,206,10
2017-10,Missing Collection,207,11
2017-10,Missing Collection,208,7
2017-10,Missing Collection,209,16
2017-10,Missing Collection,210,92
2017-10,Missing Collection,211,22
2017-10,Missing Collection,212,56
2017-10,Missing Collection,301,112
2017-10,Missing Collection,302,42
2017-10,Missing Collection,303,70
2017-10,Missing Collection,304,32
2017-10,Missing Collection,305,58
2017-10,Missing Collection,306,73
2017-10,Missing Collection,307,35
2017-10,Missing Collection,308,36
2017-10,Missing Collection,309,20
2017-10,Missing Collection,310,75
2017-10,Missing Collection,311,75
2017-10,Missing Collection,312,197
2017-10,Missing Collection,313,14
2017-10,Missing Collection,314,36
2017-10,Missing Collection,315,75
2017-10,Missing Collection,316,22
2017-10,Missing Collection,317,50
2017-10,Missing Collection,318,131
2017-10,Missing Collection,401,45
2017-10,Missing Collection,402,19
2017-10,Missing Collection,403,13
2017-10,Missing Collection,404,11
2017-10,Missing Collection,405,157
2017-10,Missing Collection,406,29
2017-10,Missing Collection,407,193
2017-10,Missing Collection,408,83
2017-10,Missing Collection,409,20
2017-10,Missing Collection,410,100
2017-10,Missing Collection,411,94
2017-10,Missing Collection,412,85
2017-10,Missing Collection,413,66
2017-10,Missing Collection,414,34
2017-10,Missing Collection,501,166
2017-10,Missing Collection,502,107
2017-10,Missing Collection,503,128
2017-10,Overflowing Recycling Baskets,302,1
2017-10,Overflowing Recycling Baskets,306,1
2017-10,Request Large Bulky Item Collection,101,38
2017-10,Request Large Bulky Item Collection,102,110
2017-10,Request Large Bulky Item Collection,103,93
