year,month,Complaint Type,Borough,count
2022,9,Basket,STATEN ISLAND,26
2022,9,Collection,BRONX,412
2022,9,Collection,BROOKLYN,2238
2022,9,Collection,MANHATTAN,429
2022,9,Collection,QUEENS,1507
2022,9,Collection,STATEN ISLAND,586
2022,9,Sweeping,BRONX,120
2022,9,Sweeping,BROOKLYN,333
2022,9,Sweeping,MANHATTAN,96
2022,9,Sweeping,QUEENS,77
2022,9,Sweeping,STATEN ISLAND,1
2022,9,Sweeping,Unspecified,1
2022,10,Basket,BRONX,25
2022,10,Basket,BROOKLYN,120
2022,10,Basket,MANHATTAN,137
2022,10,Basket,QUEENS,73
2022,10,Basket,STATEN ISLAND,31
2022,10,Collection,BRONX,366
2022,10,Collection,BROOKLYN,2171
2022,10,Collection,MANHATTAN,473
2022,10,Collection,QUEENS,2204
2022,10,Collection,STATEN ISLAND,627
2022,10,Sweeping,BRONX,90
2022,10,Sweeping,BROOKLYN,320
2022,10,Sweeping,MANHATTAN,59
2022,10,Sweeping,QUEENS,87
2022,10,Sweeping,STATEN ISLAND,3
2022,11,Basket,BRONX,21
2022,11,Basket,BROOKLYN,86
2022,11,Basket,MANHATTAN,112
2022,11,Basket,QUEENS,44
2022,11,Basket,STATEN ISLAND,24
2022,11,Collection,BRONX,352
2022,11,Collection,BROOKLYN,2175
2022,11,Collection,MANHATTAN,450
2022,11,Collection,QUEENS,1996
2022,11,Collection,STATEN ISLAND,1133
2022,11,Sweeping,BRONX,127
2022,11,Sweeping,BROOKLYN,608
2022,11,Sweeping,MANHATTAN,131
2022,11,Sweeping,QUEENS,195
2022,11,Sweeping,STATEN ISLAND,1
2022,11,Sweeping,Unspecified,1
2022,12,Basket,BRONX,15
2022,12,Basket,BROOKLYN,57
2022,12,Basket,MANHATTAN,94
2022,12,Basket,QUEENS,47
2022,12,Basket,STATEN ISLAND,18
2022,12,Collection,BRONX,452
2022,12,Collection,BROOKLYN,1709
2022,12,Collection,MANHATTAN,480
2022,12,Collection,QUEENS,1937
2022,12,Collection,STATEN ISLAND,800
2022,12,Collection,Unspecified,1
2022,12,Sweeping,BRONX,76
2022,12,Sweeping,BROOKLYN,433
2022,12,Sweeping,MANHATTAN,58
2022,12,Sweeping,QUEENS,89
2022,12,Sweeping,STATEN ISLAND,1
2023,1,Basket,BRONX,28
2023,1,Basket,BROOKLYN,113
2023,1,Basket,MANHATTAN,121
2023,1,Basket,QUEENS,44
2023,1,Basket,STATEN ISLAND,31
2023,1,Basket,Unspecified,1
2023,1,Collection,BRONX,374
2023,1,Collection,BROOKLYN,1745
2023,1,Collection,MANHATTAN,391
2023,1,Collection,QUEENS,1357
2023,1,Collection,STATEN ISLAND,657
2023,1,Collection,Unspecified,11
2023,1,Sweeping,BRONX,98
2023,1,Sweeping,BROOKLYN,352
2023,1,Sweeping,MANHATTAN,59
2023,1,Sweeping,QUEENS,77
2023,1,Sweeping,STATEN ISLAND,2
2023,1,Sweeping,Unspecified,1
2023,2,Basket,BRONX,24
2023,2,Basket,BROOKLYN,128
2023,2,Basket,MANHATTAN,82
2023,2,Basket,QUEENS,52
2023,2,Basket,STATEN ISLAND,19
2023,2,Collection,BRONX,315
2023,2,Collection,BROOKLYN,1356
2023,2,Collection,MANHATTAN,373
2023,2,Collection,QUEENS,945
2023,2,Collection,STATEN ISLAND,417
2023,2,Sweeping,BRONX,87
2023,2,Sweeping,BROOKLYN,190
2023,2,Sweeping,MANHATTAN,42
2023,2,Sweeping,QUEENS,57
2023,2,Sweeping,STATEN ISLAND,4
2023,3,Basket,BRONX,23
2023,3,Basket,BROOKLYN,112
2023,3,Basket,MANHATTAN,115
2023,3,Basket,QUEENS,55
2023,3,Basket,STATEN ISLAND,22
2023,3,Collection,BRONX,332
2023,3,Collection,BROOKLYN,1666
2023,3,Collection,MANHATTAN,381
2023,3,Collection,QUEENS,1147
2023,3,Collection,STATEN ISLAND,485
2023,3,Sweeping,BRONX,108
2023,3,Sweeping,BROOKLYN,299
2023,3,Sweeping,MANHATTAN,56
2023,3,Sweeping,QUEENS,66
2023,3,Sweeping,STATEN ISLAND,2
2023,4,Basket,BRONX,39
2023,4,Basket,BROOKLYN,161
2023,4,Basket,MANHATTAN,117
2023,4,Basket,QUEENS,71
2023,4,Basket,STATEN ISLAND,28
2023,4,Basket,Unspecified,1
2023,4,Collection,BRONX,374
2023,4,Collection,BROOKLYN,1743
2023,4,Collection,MANHATTAN,529
2023,4,Collection,QUEENS,1816
2023,4,Collection,STATEN ISLAND,467
2023,4,Collection,Unspecified,9
2023,4,Sweeping,BRONX,78
2023,4,Sweeping,BROOKLYN,244
2023,4,Sweeping,MANHATTAN,35
2023,4,Sweeping,QUEENS,45
2023,5,Basket,BRONX,36
2023,5,Basket,BROOKLYN,205
2023,5,Basket,MANHATTAN,147
2023,5,Basket,QUEENS,75
2023,5,Basket,STATEN ISLAND,35
2023,5,Collection,BRONX,416
2023,5,Collection,BROOKLYN,1947
2023,5,Collection,MANHATTAN,536
2023,5,Collection,QUEENS,1863
2023,5,Collection,STATEN ISLAND,794
2023,5,Collection,Unspecified,2
2023,5,Sweeping,BRONX,106
2023,5,Sweeping,BROOKLYN,407
2023,5,Sweeping,MANHATTAN,67
2023,5,Sweeping,QUEENS,69
2023,5,Sweeping,STATEN ISLAND,1
2023,6,Basket,BRONX,46
2023,6,Basket,BROOKLYN,182
2023,6,Basket,MANHATTAN,145
2023,6,Basket,QUEENS,92
2023,6,Basket,STATEN ISLAND,24
2023,6,Collection,BRONX,366
2023,6,Collection,BROOKLYN,2065
2023,6,Collection,MANHATTAN,591
2023,6,Collection,QUEENS,1866
2023,6,Collection,STATEN ISLAND,616
2023,6,Sweeping,BRONX,88
2023,6,Sweeping,BROOKLYN,361
2023,6,Sweeping,MANHATTAN,71
2023,6,Sweeping,QUEENS,72
2023,6,Sweeping,STATEN ISLAND,1
2023,7,Basket,BRONX,71
2023,7,Basket,BROOKLYN,189
2023,7,Basket,MANHATTAN,181
2023,7,Basket,QUEENS,102
2023,7,Basket,STATEN ISLAND,25
2023,7,Collection,BRONX,394
2023,7,Collection,BROOKLYN,1778
2023,7,Collection,MANHATTAN,532
2023,7,Collection,QUEENS,1984
2023,7,Collection,STATEN ISLAND,570
2023,7,Sweeping,BRONX,145
2023,7,Sweeping,BROOKLYN,580
2023,7,Sweeping,MANHATTAN,93
2023,7,Sweeping,QUEENS,108
2023,7,Sweeping,STATEN ISLAND,2
2023,8,Basket,BRONX,55
2023,8,Basket,BROOKLYN,227
2023,8,Basket,MANHATTAN,179
2023,8,Basket,QUEENS,123
2023,8,Basket,STATEN ISLAND,24
2023,8,Collection,BRONX,368
2023,8,Collection,BROOKLYN,1766
2023,8,Collection,MANHATTAN,480
2023,8,Collection,QUEENS,1814
2023,8,Collection,STATEN ISLAND,561
2023,8,Sweeping,BRONX,98
2023,8,Sweeping,BROOKLYN,484
2023,8,Sweeping,MANHATTAN,85
2023,8,Sweeping,QUEENS,85
2023,8,Sweeping,STATEN ISLAND,2
2023,9,Basket,BRONX,46
2023,9,Basket,BROOKLYN,302
2023,9,Basket,MANHATTAN,164
2023,9,Basket,QUEENS,115
2023,9,Basket,STATEN ISLAND,13
2023,9,Basket,Unspecified,7
2023,9,Collection,BRONX,357
2023,9,Collection,BROOKLYN,1950
2023,9,Collection,MANHATTAN,519
2023,9,Collection,QUEENS,1663
2023,9,Collection,STATEN ISLAND,538
2023,9,Collection,Unspecified,100
2023,9,Sweeping,BRONX,97
2023,9,Sweeping,BROOKLYN,423
2023,9,Sweeping,MANHATTAN,77
2023,9,Sweeping,QUEENS,74
2023,9,Sweeping,Unspecified,13
2023,10,Basket,BRONX,37
2023,10,Basket,BROOKLYN,232
2023,10,Basket,MANHATTAN,182
2023,10,Basket,QUEENS,92
2023,10,Basket,STATEN ISLAND,23
2023,10,Collection,BRONX,266
2023,10,Collection,BROOKLYN,2341
2023,10,Collection,MANHATTAN,456
2023,10,Collection,QUEENS,1332
2023,10,Collection,STATEN ISLAND,418
2023,10,Sweeping,BRONX,172
2023,10,Sweeping,BROOKLYN,608
2023,10,Sweeping,MANHATTAN,118
2023,10,Sweeping,QUEENS,168
2023,10,Sweeping,STATEN ISLAND,2
2023,11,Basket,BRONX,30
2023,11,Basket,BROOKLYN,173
2023,11,Basket,MANHATTAN,152
2023,11,Basket,QUEENS,85
2023,11,Basket,STATEN ISLAND,18
2023,11,Collection,BRONX,253
2023,11,Collection,BROOKLYN,1845
2023,11,Collection,MANHATTAN,421
2023,11,Collection,QUEENS,1038
2023,11,Collection,STATEN ISLAND,791
2023,11,Sweeping,BRONX,136
2023,11,Sweeping,BROOKLYN,664
2023,11,Sweeping,MANHATTAN,100
2023,11,Sweeping,QUEENS,188
2023,11,Sweeping,STATEN ISLAND,1
2023,12,Basket,BRONX,30
2023,12,Basket,BROOKLYN,138
2023,12,Basket,MANHATTAN,133
2023,12,Basket,QUEENS,65
2023,12,Basket,STATEN ISLAND,14
2023,12,Basket,Unspecified,1
2023,12,Collection,BRONX,333
2023,12,Collection,BROOKLYN,1438
2023,12,Collection,MANHATTAN,334
2023,12,Collection,QUEENS,1161
2023,12,Collection,STATEN ISLAND,503
2023,12,Sweeping,BRONX,101
2023,12,Sweeping,BROOKLYN,431
2023,12,Sweeping,MANHATTAN,93
2023,12,Sweeping,QUEENS,101
2023,12,Sweeping,STATEN ISLAND,1
2024,1,Basket,BRONX,37
2024,1,Basket,BROOKLYN,94
2024,1,Basket,MANHATTAN,121
2024,1,Basket,QUEENS,54
2024,1,Basket,STATEN ISLAND,12
2024,1,Collection,BRONX,222
2024,1,Collection,BROOKLYN,946
2024,1,Collection,MANHATTAN,213
2024,1,Collection,QUEENS,765
2024,1,Collection,STATEN ISLAND,290
2024,1,Sweeping,BRONX,73
2024,1,Sweeping,BROOKLYN,336
2024,1,Sweeping,MANHATTAN,82
2024,1,Sweeping,QUEENS,65
2024,1,Sweeping,STATEN ISLAND,2
2024,2,Basket,BRONX,29
2024,2,Basket,BROOKLYN,77
2024,2,Basket,MANHATTAN,124
2024,2,Basket,QUEENS,52
2024,2,Basket,STATEN ISLAND,20
2024,2,Collection,BRONX,146
2024,2,Collection,BROOKLYN,653
2024,2,Collection,MANHATTAN,188
2024,2,Collection,QUEENS,589
2024,2,Collection,STATEN ISLAND,173
2024,2,Sweeping,BRONX,81
2024,2,Sweeping,BROOKLYN,281
2024,2,Sweeping,MANHATTAN,76
2024,2,Sweeping,QUEENS,66
2024,2,Sweeping,STATEN ISLAND,3
2024,3,Basket,BRONX,38
2024,3,Basket,BROOKLYN,129
2024,3,Basket,MANHATTAN,140
2024,3,Basket,QUEENS,58
2024,3,Basket,STATEN ISLAND,13
2024,3,Collection,BRONX,238
2024,3,Collection,BROOKLYN,1170
2024,3,Collection,MANHATTAN,353
2024,3,Collection,QUEENS,896
2024,3,Collection,STATEN ISLAND,315
2024,3,Sweeping,BRONX,74
2024,3,Sweeping,BROOKLYN,301
2024,3,Sweeping,MANHATTAN,48
2024,3,Sweeping,QUEENS,67
2024,3,Sweeping,STATEN ISLAND,1
2024,4,Basket,BRONX,35
2024,4,Basket,BROOKLYN,115
2024,4,Basket,MANHATTAN,124
2024,4,Basket,QUEENS,70
2024,4,Basket,STATEN ISLAND,22
2024,4,Collection,BRONX,221
2024,4,Collection,BROOKLYN,1061
2024,4,Collection,MANHATTAN,290
2024,4,Collection,QUEENS,809
2024,4,Collection,STATEN ISLAND,274
2024,4,Sweeping,BRONX,76
2024,4,Sweeping,BROOKLYN,256
2024,4,Sweeping,MANHATTAN,50
2024,4,Sweeping,QUEENS,67
2024,5,Basket,BRONX,35
2024,5,Basket,BROOKLYN,187
2024,5,Basket,MANHATTAN,158
2024,5,Basket,QUEENS,80
2024,5,Basket,STATEN ISLAND,21
2024,5,Collection,BRONX,208
2024,5,Collection,BROOKLYN,1120
2024,5,Collection,MANHATTAN,302
2024,5,Collection,QUEENS,804
2024,5,Collection,STATEN ISLAND,301
2024,5,Sweeping,BRONX,93
2024,5,Sweeping,BROOKLYN,389
2024,5,Sweeping,MANHATTAN,78
2024,5,Sweeping,QUEENS,84
2024,5,Sweeping,STATEN ISLAND,2
2024,6,Basket,BRONX,53
2024,6,Basket,BROOKLYN,181
2024,6,Basket,MANHATTAN,171
2024,6,Basket,QUEENS,116
2024,6,Basket,STATEN ISLAND,19
2024,6,Collection,BRONX,182
2024,6,Collection,BROOKLYN,1044
2024,6,Collection,MANHATTAN,254
2024,6,Collection,QUEENS,888
2024,6,Collection,STATEN ISLAND,260
2024,6,Sweeping,BRONX,81
2024,6,Sweeping,BROOKLYN,329
2024,6,Sweeping,MANHATTAN,79
2024,6,Sweeping,QUEENS,95
2024,6,Sweeping,STATEN ISLAND,1
2024,7,Basket,BRONX,42
2024,7,Basket,BROOKLYN,184
2024,7,Basket,MANHATTAN,154
2024,7,Basket,QUEENS,122
2024,7,Basket,STATEN ISLAND,22
2024,7,Collection,BRONX,223
2024,7,Collection,BROOKLYN,1069
2024,7,Collection,MANHATTAN,323
2024,7,Collection,QUEENS,968
2024,7,Collection,STATEN ISLAND,348
2024,7,Sweeping,BRONX,143
2024,7,Sweeping,BROOKLYN,378
2024,7,Sweeping,MANHATTAN,88
2024,7,Sweeping,QUEENS,127
2024,7,Sweeping,STATEN ISLAND,2
2024,8,Basket,BRONX,64
2024,8,Basket,BROOKLYN,150
2024,8,Basket,MANHATTAN,139
2024,8,Basket,QUEENS,112
2024,8,Basket,STATEN ISLAND,26
2024,8,Collection,BRONX,281
2024,8,Collection,BROOKLYN,1162
2024,8,Collection,MANHATTAN,336
2024,8,Collection,QUEENS,1033
2024,8,Collection,STATEN ISLAND,380
2024,8,Sweeping,BRONX,95
2024,8,Sweeping,BROOKLYN,354
2024,8,Sweeping,MANHATTAN,88
2024,8,Sweeping,QUEENS,105
2024,8,Sweeping,STATEN ISLAND,3
2024,9,Basket,BRONX,56
2024,9,Basket,BROOKLYN,215
2024,9,Basket,MANHATTAN,146
2024,9,Basket,QUEENS,136
2024,9,Basket,STATEN ISLAND,24
2024,9,Collection,BRONX,220
2024,9,Collection,BROOKLYN,1006
2024,9,Collection,MANHATTAN,342
2024,9,Collection,QUEENS,815
2024,9,Collection,STATEN ISLAND,215
2024,9,Sweeping,BRONX,179
2024,9,Sweeping,BROOKLYN,449
2024,9,Sweeping,MANHATTAN,124
2024,9,Sweeping,QUEENS,122
2024,9,Sweeping,STATEN ISLAND,1
2024,10,Basket,BRONX,52
2024,10,Basket,BROOKLYN,171
2024,10,Basket,MANHATTAN,151
2024,10,Basket,QUEENS,113
2024,10,Basket,STATEN ISLAND,37
2024,10,Collection,BRONX,332
2024,10,Collection,BROOKLYN,1130
2024,10,Collection,MANHATTAN,449
2024,10,Collection,QUEENS,779
2024,10,Collection,STATEN ISLAND,376
2024,10,Sweeping,BRONX,120
2024,10,Sweeping,BROOKLYN,520
2024,10,Sweeping,MANHATTAN,91
2024,10,Sweeping,QUEENS,184
2024,11,Basket,BRONX,30
2024,11,Basket,BROOKLYN,142
2024,11,Basket,MANHATTAN,191
2024,11,Basket,QUEENS,67
2024,11,Basket,STATEN ISLAND,29
2024,11,Collection,BRONX,252
2024,11,Collection,BROOKLYN,809
2024,11,Collection,MANHATTAN,422
2024,11,Collection,QUEENS,575
2024,11,Collection,STATEN ISLAND,356
2024,11,Sweeping,BRONX,122
2024,11,Sweeping,BROOKLYN,600
2024,11,Sweeping,MANHATTAN,88
2024,11,Sweeping,QUEENS,159
2024,11,Sweeping,STATEN ISLAND,1
2024,12,Basket,BRONX,34
2024,12,Basket,BROOKLYN,101
2024,12,Basket,MANHATTAN,103
2024,12,Basket,QUEENS,56
2024,12,Basket,STATEN ISLAND,14
2024,12,Collection,BRONX,415
2024,12,Collection,BROOKLYN,1191
2024,12,Collection,MANHATTAN,464
2024,12,Collection,QUEENS,1060
2024,12,Collection,STATEN ISLAND,566
2024,12,Sweeping,BRONX,78
2024,12,Sweeping,BROOKLYN,332
2024,12,Sweeping,MANHATTAN,75
2024,12,Sweeping,QUEENS,78
2024,12,Sweeping,STATEN ISLAND,1
2025,1,Basket,BRONX,23
2025,1,Basket,BROOKLYN,121
2025,1,Basket,MANHATTAN,103
2025,1,Basket,QUEENS,60
2025,1,Basket,STATEN ISLAND,25
2025,1,Collection,BRONX,322
2025,1,Collection,BROOKLYN,972
2025,1,Collection,MANHATTAN,417
2025,1,Collection,QUEENS,766
2025,1,Collection,STATEN ISLAND,517
2025,1,Sweeping,BRONX,56
2025,1,Sweeping,BROOKLYN,246
2025,1,Sweeping,MANHATTAN,45
2025,1,Sweeping,QUEENS,67
2025,1,Sweeping,STATEN ISLAND,1
2025,2,Basket,BRONX,14
2025,2,Basket,BROOKLYN,97
2025,2,Basket,MANHATTAN,108
2025,2,Basket,QUEENS,72
2025,2,Basket,STATEN ISLAND,9
2025,2,Collection,BRONX,189
2025,2,Collection,BROOKLYN,642
2025,2,Collection,MANHATTAN,271
2025,2,Collection,QUEENS,541
2025,2,Collection,STATEN ISLAND,382
2025,2,Sweeping,BRONX,40
2025,2,Sweeping,BROOKLYN,157
2025,2,Sweeping,MANHATTAN,38
2025,2,Sweeping,QUEENS,39
2025,2,Sweeping,STATEN ISLAND,1
2025,3,Basket,BRONX,35
2025,3,Basket,BROOKLYN,148
2025,3,Basket,MANHATTAN,96
2025,3,Basket,QUEENS,80
2025,3,Basket,STATEN ISLAND,22
2025,3,Collection,BRONX,417
2025,3,Collection,BROOKLYN,1256
2025,3,Collection,MANHATTAN,440
2025,3,Collection,QUEENS,943
2025,3,Collection,STATEN ISLAND,641
2025,3,Sweeping,BRONX,84
2025,3,Sweeping,BROOKLYN,246
2025,3,Sweeping,MANHATTAN,82
2025,3,Sweeping,QUEENS,62
2025,3,Sweeping,STATEN ISLAND,8
2025,4,Basket,BRONX,45
2025,4,Basket,BROOKLYN,153
2025,4,Basket,MANHATTAN,110
2025,4,Basket,QUEENS,72
2025,4,Basket,STATEN ISLAND,38
2025,4,Collection,BRONX,672
2025,4,Collection,BROOKLYN,1726
2025,4,Collection,MANHATTAN,564
2025,4,Collection,QUEENS,1660
2025,4,Collection,STATEN ISLAND,622
2025,4,Sweeping,BRONX,73
2025,4,Sweeping,BROOKLYN,249
2025,4,Sweeping,MANHATTAN,67
2025,4,Sweeping,QUEENS,64
2025,4,Sweeping,STATEN ISLAND,3
2025,5,Basket,BRONX,59
2025,5,Basket,BROOKLYN,194
2025,5,Basket,MANHATTAN,163
2025,5,Basket,QUEENS,98
2025,5,Basket,STATEN ISLAND,25
2025,5,Collection,BRONX,489
2025,5,Collection,BROOKLYN,1534
2025,5,Collection,MANHATTAN,431
2025,5,Collection,QUEENS,1435
2025,5,Collection,STATEN ISLAND,614
2025,5,Sweeping,BRONX,116
2025,5,Sweeping,BROOKLYN,290
2025,5,Sweeping,MANHATTAN,92
2025,5,Sweeping,QUEENS,92
2025,5,Sweeping,STATEN ISLAND,3
2025,6,Basket,BRONX,71
2025,6,Basket,BROOKLYN,214
2025,6,Basket,MANHATTAN,157
2025,6,Basket,QUEENS,104
2025,6,Basket,STATEN ISLAND,25
2025,6,Collection,BRONX,413
2025,6,Collection,BROOKLYN,1313
2025,6,Collection,MANHATTAN,422
2025,6,Collection,QUEENS,1334
2025,6,Collection,STATEN ISLAND,562
2025,6,Sweeping,BRONX,93
2025,6,Sweeping,BROOKLYN,283
2025,6,Sweeping,MANHATTAN,94
2025,6,Sweeping,QUEENS,85
2025,6,Sweeping,STATEN ISLAND,4
2025,7,Basket,BRONX,62
2025,7,Basket,BROOKLYN,231
2025,7,Basket,MANHATTAN,133
2025,7,Basket,QUEENS,200
2025,7,Basket,STATEN ISLAND,23
2025,7,Collection,BRONX,421
2025,7,Collection,BROOKLYN,1405
2025,7,Collection,MANHATTAN,376
2025,7,Collection,QUEENS,1343
2025,7,Collection,STATEN ISLAND,654
2025,7,Sweeping,BRONX,122
2025,7,Sweeping,BROOKLYN,372
2025,7,Sweeping,MANHATTAN,97
2025,7,Sweeping,QUEENS,120
2025,7,Sweeping,STATEN ISLAND,2
2025,8,Basket,BRONX,58
2025,8,Basket,BROOKLYN,180
2025,8,Basket,MANHATTAN,140
2025,8,Basket,QUEENS,116
2025,8,Basket,STATEN ISLAND,30
2025,8,Collection,BRONX,469
2025,8,Collection,BROOKLYN,1407
2025,8,Collection,MANHATTAN,398
2025,8,Collection,QUEENS,1458
2025,8,Collection,STATEN ISLAND,712
2025,8,Sweeping,BRONX,131
2025,8,Sweeping,BROOKLYN,376
2025,8,Sweeping,MANHATTAN,106
2025,8,Sweeping,QUEENS,130
2025,8,Sweeping,STATEN ISLAND,3
2025,9,Basket,BRONX,66
2025,9,Basket,BROOKLYN,243
2025,9,Basket,MANHATTAN,131
2025,9,Basket,QUEENS,98
2025,9,Basket,STATEN ISLAND,44
2025,9,Collection,BRONX,377
2025,9,Collection,BROOKLYN,1156
2025,9,Collection,MANHATTAN,448
2025,9,Collection,QUEENS,966
2025,9,Collection,STATEN ISLAND,447
2025,9,Sweeping,BRONX,120
2025,9,Sweeping,BROOKLYN,369
2025,9,Sweeping,MANHATTAN,96
2025,9,Sweeping,QUEENS,95
2025,9,Sweeping,STATEN ISLAND,5
2025,9,Sweeping,Unspecified,1
2025,10,Basket,BRONX,49
2025,10,Basket,BROOKLYN,156
2025,10,Basket,MANHATTAN,136
2025,10,Basket,QUEENS,70
2025,10,Basket,STATEN ISLAND,25
2025,10,Collection,BRONX,314
2025,10,Collection,BROOKLYN,1114
2025,10,Collection,MANHATTAN,364
2025,10,Collection,QUEENS,889
2025,10,Collection,STATEN ISLAND,403
2025,10,Sweeping,BRONX,111
2025,10,Sweeping,BROOKLYN,377
2025,10,Sweeping,MANHATTAN,66
2025,10,Sweeping,QUEENS,111
2025,10,Sweeping,STATEN ISLAND,1
2025,11,Basket,BRONX,22
2025,11,Basket,BROOKLYN,79
2025,11,Basket,MANHATTAN,149
2025,11,Basket,QUEENS,43
2025,11,Basket,STATEN ISLAND,27
2025,11,Collection,BRONX,143
2025,11,Collection,BROOKLYN,480
2025,11,Collection,MANHATTAN,189
2025,11,Collection,QUEENS,404
2025,11,Collection,STATEN ISLAND,201
2025,11,Sweeping,BRONX,93
2025,11,Sweeping,BROOKLYN,374
2025,11,Sweeping,MANHATTAN,78
2025,11,Sweeping,QUEENS,116
